
url,summary,score
https://books.toscrape.com/catalogue/the-testament-of-mary_504/index.html,"Mary recounts the story of Jesus’ ministry and crucifixion from her perspective, challenging the followers’ narratives and questioning her son’s divinity.",0.5
https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_500/index.html,Journalist J.B. Collins witnesses ISIS seize the U.S. president and must navigate Middle East conflict and political intrigue to rescue him and avert disaster.,0.0
https://books.toscrape.com/catalogue/take-me-with-you_486/index.html,"A grieving teacher traveling with his son’s ashes reluctantly agrees to take two troubled teens on his road trip, forming an unlikely bond that heals them all.",-0.5
https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_473/index.html,"A famous photographer in financial trouble moves to a remote cabin, where she rediscovers her art and unexpectedly finds love and a new sense of purpose.",0.13376623376623378
https://books.toscrape.com/catalogue/shtum_471/index.html,"A couple pretends to separate to improve their chances of securing funding for their autistic son, forcing them to confront family secrets and personal challenges.",-0.1
https://books.toscrape.com/catalogue/my-name-is-lucy-barton_465/index.html,"Hospitalized with complications, Lucy Barton reconnects with her estranged mother, and their conversations uncover painful memories of poverty, abuse and longing.",-0.7
https://books.toscrape.com/catalogue/my-mrs-brown_464/index.html,"An unassuming older woman sets out on a journey to New York to buy a simple yet perfect dress, leading to a deeper exploration of identity and self-worth.",0.32575757575757575
https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_463/index.html,A retired detective is taunted by a mass murderer who drove a stolen Mercedes into a crowd; he sets out to stop the killer before he strikes again.,0.0
https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_459/index.html,A deep-cover operative known as Pilgrim is pulled back to track a terrorist mastermind planning a catastrophic biological attack on the United States.,0.0
https://books.toscrape.com/catalogue/eligible-the-austen-project-4_448/index.html,"Modern retelling of Pride and Prejudice set in Cincinnati with reality-show–obsessed Bennet sisters, a neurosurgeon Darcy and commentary on contemporary society.",0.18333333333333335
https://books.toscrape.com/catalogue/eight-hundred-grapes_447/index.html,"A woman returns home to her family’s Sonoma vineyard days before her wedding, only to discover secrets about her fiancé and family that change her future.",0.0
https://books.toscrape.com/catalogue/dear-mr-knightley_446/index.html,"Orphaned Samantha Moore attends graduate school funded by an anonymous benefactor and pours her heart into letters addressed “Dear Mr. Knightley,” slowly discovering herself.",-0.30000000000000004
https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_444/index.html,"As political intrigue and personal crises unfold, the Clifton and Barrington families face life-changing decisions involving revenge, love and corporate power.",0.125
https://books.toscrape.com/catalogue/balloon-animals_441/index.html,"A man must transport his late grandfather’s final breaths, captured in a balloon, back to Iowa; along the way he encounters eccentric characters and family revelations.",-0.075
https://books.toscrape.com/catalogue/a-man-called-ove_440/index.html,"A cranky widower plans to end his life but is interrupted by boisterous new neighbors, a stray cat and a series of events that give him new purpose.",0.13636363636363635
https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_437/index.html,"Riley believes her sister committed suicide as a teenager, but years later she learns her sister is alive, forcing her to unravel a web of family secrets.",0.05
https://books.toscrape.com/catalogue/the-dinner-party_436/index.html,"At a Passover Seder hosted by a wealthy couple, secrets about marriage, ambition and family erupt, exposing cracks in their seemingly perfect lives.",0.75
https://books.toscrape.com/catalogue/the-improbability-of-love_435/index.html,"A satirical novel follows a struggling chef who discovers a lost masterpiece, plunging her into the cutthroat London art world and uncovering the painting’s dark past.",-0.2
https://books.toscrape.com/catalogue/mothering-sunday_434/index.html,"On Mothering Sunday 1924, a maid has a secret affair with a wealthy heir; the day alters her life and influences the writer she becomes.",0.04999999999999999
https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_433/index.html,A young woman learns about lasting love and the power of white lies from her grandmother after experiencing her own romantic missteps and family drama.,0.19999999999999998
https://books.toscrape.com/catalogue/daredevils_432/index.html,A rebellious teenage girl forced into a polygamous marriage in 1970s Idaho escapes with a boy and embarks on a wild road trip across America.,-0.06666666666666668
https://books.toscrape.com/catalogue/112263_431/index.html,"English teacher Jake Epping travels back in time to stop Lee Harvey Oswald and prevent JFK’s assassination, but altering history has unforeseen consequences.",0.0
https://books.toscrape.com/catalogue/the-shack_430/index.html,"After his young daughter is murdered, a grieving father returns to the crime scene shack and has a transformative encounter with God, grappling with faith and forgiveness.",0.1
https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_429/index.html,"Three interconnected stories—from a 1904 Portuguese villager on a quest, to a Canadian senator grieving in the 1930s, to a modern-day widower—explore loss and faith.",0.0
https://books.toscrape.com/catalogue/millers-valley_534/index.html,"Mimi Miller recounts her coming-of-age in a rural valley as she uncovers family secrets, battles a flood project, and learns about love, loyalty and change.",0.25
https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,"In an alternate 1970s America where JFK survived, a traumatized Vietnam veteran writes a novel about veterans whose memories are erased and rogue killers roam.",0.0
https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,An amnesiac man with extraordinary skills tries to piece together his past while evading assassins and uncovering his identity as the legendary Jason Bourne.,0.24583333333333332
https://books.toscrape.com/catalogue/sister-dear_485/index.html,"Wrongfully convicted Allie Marshall returns home after prison to clear her name and reconnect with her daughter, uncovering her sister’s devastating secret.",-0.43333333333333335
https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,"A geisha narrates her journey from a poor fishing village to the height of Kyoto’s geisha district, revealing the hidden world of love, art and ambition in Japan.",-0.022222222222222216
https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,"Louisa Clark becomes caregiver to Will Traynor, a wealthy quadriplegic man; as they bond, both learn about love, choice and what makes life worth living.",0.43333333333333335
https://books.toscrape.com/catalogue/deception-point_426/index.html,"A NASA discovery deep in Arctic ice becomes a political flashpoint; when investigators discover evidence of fraud, assassins attack to keep the secret hidden.",-0.14166666666666666
https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,"Monsieur Perdu sells books from his floating barge on the Seine, prescribing novels to heal customers’ ailments, but embarks on a river journey to heal his own heart.",0.6
https://books.toscrape.com/catalogue/the-firm_404/index.html,New attorney Mitch McDeere accepts a lucrative job at a Memphis law firm only to discover it’s a front for the Mafia; he must decide between cooperation and survival.,-0.02121212121212122
https://books.toscrape.com/catalogue/the-expatriates_401/index.html,"Three very different American women living in Hong Kong—Mercy, Hilary and Margaret—confront tragedies, secrets and cultural dislocation in a close-knit expat community.",0.03333333333333333
https://books.toscrape.com/catalogue/siddhartha_393/index.html,"Hermann Hesse’s novella follows a young man named Siddhartha on his spiritual quest for enlightenment, exploring asceticism, sensuality and the wisdom of the river.",0.05
https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,"Cassie Carter reconnects with her estranged sisters after leaving an abusive marriage, rediscovering the importance of family and forgiveness.",0.0
https://books.toscrape.com/catalogue/digital-fortress_369/index.html,NSA cryptanalyst Susan Fletcher battles to stop a brilliant hacker who threatens to release an unbreakable code capable of crippling U.S. intelligence.,0.55
https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,A vast cast of characters debates the role of individualism and capitalism as industrialists withdraw from society in protest against a collectivist government.,0.0
https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,"In 1950s Greenwich Village, three ambitious young people—an aspiring writer, a would-be editor and a Black journalist—pursue success in publishing at a personal cost.",0.09666666666666665
https://books.toscrape.com/catalogue/the-nightingale_267/index.html,"During World War II, two French sisters take different paths—one joining the Resistance, the other struggling to survive at home—highlighting women’s courage in wartime.",-0.041666666666666664
